gene,term,description,domain
CHAFR746836.1.1_0001900.1,GO:0016272,prefoldin complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0001900.1,GO:0051082,unfolded protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001900.1,GO:0006457,protein folding,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034130.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034130.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034130.1,GO:0030246,carbohydrate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034160.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034160.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034160.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034160.1,GO:0009055,electron carrier activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034160.1,GO:0030151,molybdenum ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034170.1,GO:0000444,MIS12/MIND type complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034170.1,GO:0007059,chromosome segregation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034170.1,GO:0051301,cell division,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034180.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034180.1,GO:0008236,serine-type peptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034190.1,GO:0004806,triglyceride lipase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034190.1,GO:0006629,lipid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034190.1,GO:0016042,lipid catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034190.1,GO:0004091,carboxylesterase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034220.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034220.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034230.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034230.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034240.1,GO:0004802,transketolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034240.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034240.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034250.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0034250.1,GO:0006351,transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034250.1,GO:0003899,DNA-directed RNA polymerase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034250.1,GO:0005665,DNA-directed RNA polymerase II, core complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034250.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034260.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034260.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034270.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034270.1,GO:0016780,phosphotransferase activity, for other substituted phosphate groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034270.1,GO:0008654,phospholipid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034290.1,GO:0008408,3'-5' exonuclease activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034290.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034290.1,GO:0006139,nucleobase-containing compound metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034300.1,GO:0006596,polyamine biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034300.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034310.1,GO:0043531,ADP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034320.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034320.1,GO:0016706,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034320.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034340.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034340.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034340.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034340.1,GO:0006099,tricarboxylic acid cycle,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034340.1,GO:0016627,oxidoreductase activity, acting on the CH-CH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034340.1,GO:0022900,electron transport chain,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034350.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034350.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034350.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034350.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034350.1,GO:0005576,extracellular region,CELLULAR_COMPONENT
CHAFR746836.1.1_0034350.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034350.1,GO:0030248,cellulose binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034360.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034370.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034380.1,GO:0007017,microtubule-based process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034380.1,GO:0005874,microtubule,CELLULAR_COMPONENT
CHAFR746836.1.1_0034380.1,GO:0005200,structural constituent of cytoskeleton,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034380.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034380.1,GO:0043234,protein complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034380.1,GO:0003924,GTPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034380.1,GO:0006184,GTP catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034380.1,GO:0051258,protein polymerization,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034420.1,GO:0006457,protein folding,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034420.1,GO:0051082,unfolded protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034420.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034420.1,GO:0044267,cellular protein metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034430.1,GO:0017111,nucleoside-triphosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034430.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034430.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034430.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0034430.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034430.1,GO:0030163,protein catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034450.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034450.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034460.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034460.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034460.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034460.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034470.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034470.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034470.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034470.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034490.1,GO:0031429,box H/ACA snoRNP complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034490.1,GO:0001522,pseudouridine synthesis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034490.1,GO:0042254,ribosome biogenesis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034500.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0034500.1,GO:0000775,chromosome, centromeric region,CELLULAR_COMPONENT
CHAFR746836.1.1_0034500.1,GO:0045132,meiotic chromosome segregation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034510.1,GO:0030472,mitotic spindle organization in nucleus,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034510.1,GO:0042729,DASH complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034510.1,GO:0072686,mitotic spindle,CELLULAR_COMPONENT
CHAFR746836.1.1_0034550.1,GO:0005666,DNA-directed RNA polymerase III complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034550.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034550.1,GO:0003899,DNA-directed RNA polymerase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034550.1,GO:0006383,transcription from RNA polymerase III promoter,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034600.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034600.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034600.1,GO:0008812,choline dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034600.1,GO:0006066,alcohol metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034600.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034610.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034650.1,GO:0030001,metal ion transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034650.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034650.1,GO:0046873,metal ion transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034650.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034660.1,GO:0046556,alpha-N-arabinofuranosidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034660.1,GO:0046373,L-arabinose metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034660.1,GO:0031221,arabinan metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034670.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034670.1,GO:0016746,transferase activity, transferring acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034670.1,GO:0008654,phospholipid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034670.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034670.1,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034690.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034690.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034700.1,GO:0016746,transferase activity, transferring acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034700.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034720.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034720.1,GO:0007154,cell communication,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034720.1,GO:0035091,phosphatidylinositol binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034740.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034740.1,GO:0003333,amino acid transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034740.1,GO:0015171,amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034740.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034740.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034740.1,GO:0006865,amino acid transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034740.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034760.1,GO:0005507,copper ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034760.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034760.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034800.1,GO:0005215,transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034800.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034800.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034810.1,GO:0006486,protein glycosylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034810.1,GO:0000030,mannosyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034810.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034820.1,GO:0005815,microtubule organizing center,CELLULAR_COMPONENT
CHAFR746836.1.1_0034820.1,GO:0000226,microtubule cytoskeleton organization,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034820.1,GO:0000922,spindle pole,CELLULAR_COMPONENT
CHAFR746836.1.1_0034830.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034830.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034840.1,GO:0000981,sequence-specific DNA binding RNA polymerase II transcription factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034840.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0034840.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034840.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034840.1,GO:0006351,transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034840.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034850.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034870.1,GO:0008299,isoprenoid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034880.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034880.1,GO:0005680,anaphase-promoting complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0034880.1,GO:0030071,regulation of mitotic metaphase/anaphase transition,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034890.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034900.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034900.1,GO:0004642,phosphoribosylformylglycinamidine synthase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034900.1,GO:0006189,'de novo' IMP biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034930.1,GO:0016857,racemase and epimerase activity, acting on carbohydrates and derivatives,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034930.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034930.1,GO:0006012,galactose metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034930.1,GO:0003978,UDP-glucose 4-epimerase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034930.1,GO:0050662,coenzyme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034930.1,GO:0044237,cellular metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034930.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034940.1,GO:0006555,methionine metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034940.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034940.1,GO:0004489,methylenetetrahydrofolate reductase (NADPH) activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034950.1,GO:0030170,pyridoxal phosphate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034950.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034950.1,GO:0009058,biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034970.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034970.1,GO:0016832,aldehyde-lyase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034990.1,GO:0006281,DNA repair,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034990.1,GO:0016799,hydrolase activity, hydrolyzing N-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035020.1,GO:0016779,nucleotidyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035020.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035030.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035030.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035030.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035030.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035030.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035040.1,GO:0016881,acid-amino acid ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035050.1,GO:0004829,threonine-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035050.1,GO:0006435,threonyl-tRNA aminoacylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035050.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035050.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0035050.1,GO:0043039,tRNA aminoacylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035050.1,GO:0016876,ligase activity, forming aminoacyl-tRNA and related compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035050.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035050.1,GO:0004812,aminoacyl-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035050.1,GO:0006418,tRNA aminoacylation for protein translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035060.1,GO:0042254,ribosome biogenesis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035060.1,GO:0001522,pseudouridine synthesis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035060.1,GO:0031429,box H/ACA snoRNP complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0035070.1,GO:0016780,phosphotransferase activity, for other substituted phosphate groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035070.1,GO:0008654,phospholipid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035070.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0035080.1,GO:0030259,lipid glycosylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035080.1,GO:0030246,carbohydrate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035080.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035080.1,GO:0016758,transferase activity, transferring hexosyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035100.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035100.1,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035100.1,GO:0006081,cellular aldehyde metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035100.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035100.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035100.1,GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035120.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035120.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035120.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035120.1,GO:0048037,cofactor binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035120.1,GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035130.1,GO:0000178,exosome (RNase complex),CELLULAR_COMPONENT
CHAFR746836.1.1_0035130.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035140.1,GO:0004518,nuclease activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035140.1,GO:0034477,U6 snRNA 3'-end processing,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001910.1,GO:0031177,phosphopantetheine binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001910.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001910.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035170.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035170.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035190.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035190.1,GO:0006396,RNA processing,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035190.1,GO:0009982,pseudouridine synthase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035190.1,GO:0001522,pseudouridine synthesis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035190.1,GO:0009451,RNA modification,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035210.1,GO:0006807,nitrogen compound metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035210.1,GO:0016151,nickel cation binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035220.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035220.1,GO:0017111,nucleoside-triphosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035220.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035220.1,GO:0016887,ATPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035220.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0035220.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035220.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035220.1,GO:0042626,ATPase activity, coupled to transmembrane movement of substances,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035230.1,GO:0004061,arylformamidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035230.1,GO:0019441,tryptophan catabolic process to kynurenine,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035240.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035240.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035260.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035260.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035260.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035260.1,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035260.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035260.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035290.1,GO:0016773,phosphotransferase activity, alcohol group as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035290.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035290.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035290.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035310.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035320.1,GO:0003735,structural constituent of ribosome,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035320.1,GO:0006412,translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0035320.1,GO:0005840,ribosome,CELLULAR_COMPONENT
CHAFR746836.1.1_0035340.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0035340.1,GO:0006413,translational initiation,BIOLOGICAL_PROCESS
